ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
4203,Arkansas,07-05-2020,23814,287,16726.0,6801.0,789.1168545074498,338893.0,1536.0,1.2051734273956496,11229.788283135684,6.449987402368356
4204,California,07-05-2020,264681,6373,,258308.0,669.8711940353243,4680138.0,,2.407804111364246,11844.785346549597,
4205,Colorado,07-05-2020,34048,1701,4568.0,27779.0,591.2408556322083,350717.0,5550.0,4.995888157894737,6090.17326024322,16.30051691729323
4206,Connecticut,07-05-2020,46717,4335,8210.0,34172.0,1310.3292946682836,499669.0,10411.0,9.279277350857289,14014.832466502698,22.28524948091701
4207,Delaware,07-05-2020,12128,512,6740.0,4876.0,1245.4763166434575,123941.0,,4.221635883905013,12728.032664998911,
4208,Florida,07-05-2020,200111,3731,,196380.0,931.7136158246094,2200199.0,16201.0,1.8644652218019,10244.09135841453,8.096006716272468
4209,Georgia,07-05-2020,95516,2860,,92656.0,899.6156600335129,949185.0,11775.0,2.9942627413208265,8939.881174556198,12.327777545123329
4210,Hawaii,07-05-2020,1023,19,756.0,248.0,72.25229399267732,84325.0,118.0,1.857282502443793,5955.6937350268945,11.534701857282505
4211,Idaho,07-05-2020,7733,93,2858.0,4782.0,432.72069007003097,104266.0,359.0,1.2026380447433078,5834.4827972121875,4.642441484546747
4212,Illinois,07-05-2020,147251,7020,,140231.0,1162.0350382158965,1762828.0,,4.767370000882846,13911.402315420964,
4213,Indiana,07-05-2020,48201,2693,36475.0,9033.0,715.9749259493786,521722.0,7254.0,5.587021016161491,7749.629059898378,15.049480301238566
4214,Iowa,07-05-2020,31517,721,24739.0,6057.0,998.9318778981133,332472.0,,2.2876542818161627,10537.70597799732,
4215,Kansas,07-05-2020,16081,284,842.0,14955.0,551.9830680798568,191561.0,1219.0,1.7660593246688638,6575.364001271404,7.580374354828679
4216,Kentucky,07-05-2020,16376,585,4747.0,11044.0,366.54428379158463,395647.0,2685.0,3.5723009281875915,8855.773464172513,16.395945285784073
4217,Louisiana,07-05-2020,65226,3288,43026.0,18912.0,1403.0735713391473,802454.0,,5.040934596633244,17261.552135887287,
4218,Maine,07-05-2020,3415,109,2772.0,534.0,254.05218819650472,107932.0,359.0,3.191800878477306,8029.388221500775,10.512445095168374
4219,Maryland,07-05-2020,69632,3243,5029.0,61360.0,1151.7645657725848,579962.0,11071.0,4.657341452205882,9592.998637043309,15.899299172794118
4220,Massachusetts,07-05-2020,109974,8183,93157.0,8634.0,1595.5596972536682,891685.0,11463.0,7.440849655373088,12937.027375976477,10.423372797206612
4221,Michigan,07-05-2020,72941,6218,52841.0,13882.0,730.3699251926809,1146819.0,,8.5246980436243,11483.282478161047,
4222,Minnesota,07-05-2020,38136,1508,37617.0,-989.0,676.2143345523256,674015.0,4170.0,3.954268932242501,11951.400375059931,10.934550031466332
4223,Mississippi,07-05-2020,30900,1111,19388.0,10401.0,1038.2544691142816,310141.0,3268.0,3.5954692556634305,10420.882825423056,10.576051779935275
4224,Missouri,07-05-2020,23816,1051,,22765.0,388.04528541923423,419509.0,,4.412999664091367,6835.2573749134,
4225,Montana,07-05-2020,1212,23,678.0,511.0,113.4005378104714,100106.0,112.0,1.8976897689768977,9366.397886184035,9.24092409240924
4226,Nebraska,07-05-2020,19929,284,14340.0,5305.0,1030.2376747821556,189928.0,1368.0,1.4250589593055347,9818.404390387137,6.864368508204125
4227,Nevada,07-05-2020,22418,534,727.0,21157.0,727.8202792326103,307697.0,,2.38201445267196,9989.656368054086,
4228,New Hampshire,07-05-2020,5897,381,4597.0,919.0,433.695101385515,123749.0,569.0,6.460912328302528,9101.125165568272,9.648974054604038
4229,New Jersey,07-05-2020,173402,15211,30660.0,127531.0,1952.2437597034063,1534640.0,20237.0,8.7721018212016,17277.720922430166,11.670568966909265
4230,New Mexico,07-05-2020,13256,513,5845.0,6898.0,632.1927062244943,372288.0,1988.0,3.8699456849728415,17754.80976274174,14.99698249849125
4231,New York,07-05-2020,397131,32206,70968.0,293957.0,2041.4308722192307,4233803.0,89995.0,8.109666583570661,21763.640086254643,22.661288088817038
4232,North Carolina,07-05-2020,72992,1423,45538.0,26031.0,695.9517105316852,1036838.0,,1.9495287154756689,9885.866665446234,
4233,North Dakota,07-05-2020,3816,80,3324.0,412.0,500.746658408371,113128.0,242.0,2.0964360587002098,14844.98636593873,6.341719077568135
4234,Ohio,07-05-2020,57150,2911,40460.0,13779.0,488.9170252628517,868762.0,8172.0,5.093613298337708,7432.240292238068,14.299212598425195
4235,Oklahoma,07-05-2020,15931,398,12246.0,3287.0,402.6059326692058,364717.0,1685.0,2.4982738057874583,9217.075384176433,10.57686272048208
4236,Oregon,07-05-2020,10230,215,2759.0,7256.0,242.54712894616242,264201.0,1069.0,2.101661779081134,6264.046335748293,10.449657869012707
4237,Pennsylvania,07-05-2020,94403,6753,70086.0,17564.0,737.4088510777506,824700.0,,7.153374363102867,6441.967728608422,
4238,Rhode Island,07-05-2020,16991,960,1657.0,14374.0,1603.891402458652,250954.0,2019.0,5.6500500264846085,23689.186216974194,11.882761461950444
4239,South Carolina,07-05-2020,44847,820,16994.0,27033.0,871.0330385412745,430809.0,2882.0,1.8284389145316295,8367.312692062524,6.426293843512387
4240,South Dakota,07-05-2020,7063,97,6063.0,903.0,798.3867230198304,84003.0,691.0,1.373354098824862,9495.523133772447,9.783378167917316
4241,Tennessee,07-05-2020,51316,645,30254.0,20417.0,751.4232321507696,896166.0,2871.0,1.256917920336737,13122.611900062877,5.5947462779639885
4242,Texas,07-05-2020,194932,2628,100843.0,91461.0,672.2747965478269,2133457.0,,1.3481624361315738,7357.793336232826,
4243,Utah,07-05-2020,24952,184,14147.0,10621.0,778.3009010099321,371308.0,1582.0,0.7374158384097467,11581.81111542946,6.340173132414235
4244,Vermont,07-05-2020,1249,56,1007.0,186.0,200.16378493851659,70024.0,,4.483586869495597,11221.992695384053,
4245,Virginia,07-05-2020,65748,1853,8784.0,55111.0,770.2870792039711,709355.0,9576.0,2.8183366794427207,8310.62528242278,14.564701587881
4246,Washington,07-05-2020,35898,1359,,34539.0,471.41831145887414,607276.0,4473.0,3.7857262243021896,7974.846133753947,12.460304195219788
4247,West Virginia,07-05-2020,3262,94,2421.0,747.0,182.0163189738342,184821.0,,2.881667688534641,10312.82590100031,
4248,Wisconsin,07-05-2020,31577,796,24899.0,5882.0,542.3333265778539,618851.0,3586.0,2.5208221173639043,10628.733618964165,11.35636697596352
4249,Wyoming,07-05-2020,1634,20,1172.0,442.0,282.32822297363845,35327.0,119.0,1.2239902080783354,6103.922358010847,7.282741738066095
4250,Alabama,07-06-2020,44878,1007,22082.0,21789.0,915.2826173191507,455095.0,2914.0,2.243861134631668,9281.620008219148,6.4931592316948175
4251,Alaska,07-06-2020,1162,16,548.0,598.0,158.84190309550334,123753.0,,1.3769363166953528,16916.662679671106,
4252,Arizona,07-06-2020,101455,1829,11836.0,87790.0,1393.8582857390936,617841.0,5188.0,1.8027697008525947,8488.322873385516,5.113597161303041
4253,Arkansas,07-06-2020,24253,292,17834.0,6127.0,803.6638562345336,344968.0,1575.0,1.2039747660083289,11431.093603163095,6.494041974188759
4254,California,07-06-2020,271035,6441,,264594.0,685.9522938003262,4793353.0,,2.376445846477392,12131.3169345091,
4255,Colorado,07-06-2020,34240,1691,4603.0,27946.0,594.5749206075777,355655.0,5565.0,4.938668224299065,6175.921243828507,16.252920560747665
4256,Connecticut,07-06-2020,46976,4338,8210.0,34428.0,1317.593786979842,524364.0,10411.0,9.234502724795641,14707.483577058452,22.162380790190735
4257,Delaware,07-06-2020,12293,512,6778.0,5003.0,1262.4208740516185,127179.0,,4.164971935247701,13060.556767348147,
4258,Florida,07-06-2020,206447,3778,,202669.0,961.2139304992886,2233940.0,16352.0,1.8300096392778773,10401.18891482841,7.920676977626218
4259,Georgia,07-06-2020,97064,2878,,94186.0,914.195469088874,958953.0,11919.0,2.9650539849995883,9031.880899913283,12.279526910079946
4260,Hawaii,07-06-2020,1030,19,777.0,234.0,72.74668896623423,85058.0,118.0,1.8446601941747571,6007.463951543643,11.456310679611649
4261,Idaho,07-06-2020,8052,94,2886.0,5072.0,450.571187953432,106465.0,369.0,1.167411823149528,5957.533721493061,4.582712369597616
4262,Illinois,07-06-2020,147865,7026,,140839.0,1166.8804349430125,1783962.0,,4.751631555811044,14078.181817751369,
4263,Indiana,07-06-2020,48524,2698,36788.0,9038.0,720.7727496684229,526592.0,7285.0,5.560135190833403,7821.967764269107,15.013189349600198
4264,Iowa,07-06-2020,31758,723,25121.0,5914.0,1006.5703772024077,335462.0,,2.2765917249197054,10632.474081399145,
4265,Kansas,07-06-2020,16638,285,859.0,15494.0,571.1021880923238,202219.0,1235.0,1.712946267580238,6941.201669301696,7.422767159514366
4266,Kentucky,07-06-2020,17152,593,4785.0,11774.0,383.9135048603602,400342.0,2699.0,3.45732276119403,8960.861728241973,15.735774253731346
4267,Louisiana,07-06-2020,66327,3296,43026.0,20005.0,1426.7571331403371,813645.0,,4.969318678667812,17502.281236811097,
4268,Maine,07-06-2020,3423,109,2787.0,527.0,254.64733241482742,109550.0,359.0,3.1843412211510373,8149.756139656542,10.48787613204791
4269,Maryland,07-06-2020,69904,3246,5029.0,61629.0,1156.2636461076338,587361.0,11096.0,4.64351110093843,9715.383546598565,15.873197528038453
4270,Massachusetts,07-06-2020,110137,8198,93157.0,8782.0,1597.9245855968436,899417.0,11469.0,7.443456785639702,13049.20723284415,10.413394227189773
4271,Michigan,07-06-2020,73267,6221,52841.0,14205.0,733.6342154493651,1159363.0,,8.490862188980032,11608.887560921321,
4272,Minnesota,07-06-2020,38569,1511,33907.0,3151.0,683.8921404800881,679693.0,4219.0,3.9176540745158035,12052.080703138075,10.938836889730094
4273,Mississippi,07-06-2020,31257,1114,22167.0,7976.0,1050.2498362817184,314688.0,3280.0,3.5640016636273475,10573.66415458366,10.493649422529352
4274,Missouri,07-06-2020,24211,1051,,23160.0,394.48120613390495,426745.0,,4.341002023873447,6953.156925018102,
4275,Montana,07-06-2020,1249,23,678.0,548.0,116.86243541689669,102926.0,112.0,1.8414731785428344,9630.250622673746,8.967173738991194
4276,Nebraska,07-06-2020,20046,283,14641.0,5122.0,1036.2860368650254,191740.0,1369.0,1.4117529681732015,9912.076459567992,6.829292626957996
4277,Nevada,07-06-2020,22909,537,742.0,21630.0,743.761030285479,311481.0,,2.344056920860797,10112.507288591876,
4278,New Hampshire,07-06-2020,5914,382,4684.0,848.0,434.94536706697227,125235.0,570.0,6.459249239093675,9210.413095135658,9.63814677037538
4279,New Jersey,07-06-2020,173611,15229,30729.0,127653.0,1954.5967830005886,1549209.0,20237.0,8.771909614022153,17441.745785667725,11.656519460172456
4280,New Mexico,07-06-2020,13507,515,5860.0,7132.0,644.1631625659508,375054.0,2006.0,3.8128377878137263,17886.72323780337,14.851558451173466
4281,New York,07-06-2020,397649,32219,71040.0,294390.0,2044.0936237843548,4288131.0,89995.0,8.102371689605658,22042.91029287645,22.631768217699534
4282,North Carolina,07-06-2020,74775,1432,55318.0,18025.0,712.951955762368,1051846.0,,1.9150785690404544,10028.962391986945,
4283,North Dakota,07-06-2020,3849,80,3350.0,419.0,505.0770147310849,113582.0,245.0,2.0784619381657574,14904.561571105764,6.365289685632633
4284,Ohio,07-06-2020,57956,2927,40813.0,14216.0,495.8123379900932,881412.0,8249.0,5.050383049209746,7540.4607711457675,14.233211401753053
4285,Oklahoma,07-06-2020,16362,399,12432.0,3531.0,413.49810246271693,365151.0,1689.0,2.4385771910524388,9228.043369536952,10.322698936560325
4286,Oregon,07-06-2020,10395,215,2846.0,7334.0,246.45917941303597,267721.0,1125.0,2.068302068302068,6347.503412374929,10.822510822510825
4287,Pennsylvania,07-06-2020,95100,6754,70437.0,17909.0,742.8533175587013,833324.0,,7.101997896950579,6509.3322607916625,
4288,Rhode Island,07-06-2020,16991,960,1657.0,14374.0,1603.891402458652,250954.0,2019.0,5.6500500264846085,23689.186216974194,11.882761461950444
4289,South Carolina,07-06-2020,46380,827,16994.0,28559.0,900.8074637666805,439857.0,2882.0,1.783096162138853,8543.04589456707,6.213885295385943
4290,South Dakota,07-06-2020,7105,97,6063.0,945.0,803.134315029859,84303.0,692.0,1.3652357494722027,9529.434505272653,9.739619985925405
4291,Tennessee,07-06-2020,52039,652,31020.0,20367.0,762.0101640403363,904618.0,2897.0,1.2529064739906608,13246.375037449625,5.5669786121947
4292,Texas,07-06-2020,205642,2677,103782.0,99183.0,709.2110772561108,2163729.0,,1.301776874373912,7462.194371676446,
4293,Utah,07-06-2020,25469,190,14448.0,10831.0,794.4271259947884,375842.0,1604.0,0.7460049471907024,11723.235301273442,6.297852291020456
4294,Vermont,07-06-2020,1251,56,1022.0,173.0,200.48430340919472,70353.0,,4.476418864908074,11274.717983810613,
4295,Virginia,07-06-2020,66102,1853,8809.0,55440.0,774.4344544250913,715113.0,9592.0,2.803243472209616,8378.084566386651,14.510907385555653
4296,Washington,07-06-2020,36985,1369,,35616.0,485.692970341146,612706.0,4482.0,3.7015006083547375,8046.153767360881,12.118426389076653
4297,West Virginia,07-06-2020,3442,95,2518.0,829.0,192.06013792395382,188981.0,,2.760023242300988,10544.949716736406,
4298,Wisconsin,07-06-2020,32061,796,25242.0,6023.0,550.646001311479,624143.0,3602.0,2.4827672249773864,10719.623442704546,11.23483359845295
4299,Wyoming,07-06-2020,1675,20,1172.0,483.0,289.4123460715082,35327.0,119.0,1.1940298507462686,6103.922358010847,7.1044776119402995
4300,Alabama,07-07-2020,45785,1033,22082.0,22670.0,933.7807975836116,461364.0,2961.0,2.2561974445779187,9409.475677544291,6.467183575406794
4301,Alaska,07-07-2020,1180,17,560.0,603.0,161.30244892658692,131420.0,,1.4406779661016949,17964.718506722074,
4302,Arizona,07-07-2020,105094,1927,12260.0,90907.0,1443.853360420525,628797.0,5272.0,1.8335965897196795,8638.843906144448,5.0164614535558645
4303,Arkansas,07-07-2020,24512,301,17834.0,6377.0,812.2462558867308,350655.0,1604.0,1.2279699738903394,11619.541892051306,6.543733681462141
4304,California,07-07-2020,284012,6573,,277439.0,718.7952953191218,4896370.0,,2.3143388307536297,12392.038787592386,
4305,Colorado,07-07-2020,34647,1696,4636.0,28315.0,601.6424437584915,360640.0,5591.0,4.8950847115190355,6262.485378735889,16.137039281900307
4306,Connecticut,07-07-2020,47033,4338,8210.0,34485.0,1319.192536253042,530107.0,10411.0,9.223311292071523,14868.564578391586,22.13552186762486
4307,Delaware,07-07-2020,12414,514,6815.0,5085.0,1274.8468828176026,128685.0,,4.1404865474464305,13215.214364055357,
4308,Florida,07-07-2020,213794,3841,,209953.0,995.4214450060543,2269194.0,16733.0,1.7965892401096382,10565.330975046394,7.82669298483587
4309,Georgia,07-07-2020,100470,2899,,97571.0,946.2748164031892,979452.0,12226.0,2.885438439335125,9224.950348121196,12.168806608937993
4310,Hawaii,07-07-2020,1071,19,781.0,271.0,75.64243095421055,85673.0,119.0,1.7740429505135389,6050.900081363287,11.111111111111109
4311,Idaho,07-07-2020,8539,94,2907.0,5538.0,477.8225750042668,108541.0,387.0,1.1008314790959128,6073.701851919208,4.532146621384237
4312,Illinois,07-07-2020,149574,7273,,142301.0,1180.3670522176724,1810956.0,,4.862476098787222,14291.205660180964,
4313,Indiana,07-07-2020,48626,2717,36999.0,8910.0,722.2878518954893,530075.0,7333.0,5.5875457574137295,7873.704049140409,15.080409657384939
4314,Iowa,07-07-2020,32153,732,25594.0,5827.0,1019.089909257164,339298.0,,2.276614934842783,10754.056169910651,
4315,Kansas,07-07-2020,16860,289,859.0,15712.0,578.7223759608472,202219.0,1235.0,1.7141162514827994,6941.201669301696,7.32502965599051
4316,Kentucky,07-07-2020,17519,602,4841.0,12076.0,392.1280720410827,409872.0,2708.0,3.4362691934471146,9174.171878738665,15.457503282150807
4317,Louisiana,07-07-2020,68263,3319,43026.0,21918.0,1468.4023426290776,847598.0,,4.8620775529935685,18232.642702602006,
4318,Maine,07-07-2020,3440,110,2816.0,514.0,255.9120138787632,110906.0,360.0,3.197674418604651,8250.63308466224,10.465116279069766
4319,Maryland,07-07-2020,70396,3266,5036.0,62094.0,1164.4016884783846,594378.0,11111.0,4.639468151599523,9831.449894800915,15.783567248139098
4320,Massachusetts,07-07-2020,110338,8213,93157.0,8968.0,1600.8407976028448,906760.0,11489.0,7.4434918160561185,13155.743276426578,10.41255052656383
4321,Michigan,07-07-2020,73900,6251,52841.0,14808.0,739.9725459170987,1176511.0,,8.458728010825439,11780.593233687036,
4322,Minnesota,07-07-2020,39133,1514,34377.0,3242.0,693.8927930049338,685247.0,4252.0,3.8688574860092495,12150.562306193027,10.865509927682519
4323,Mississippi,07-07-2020,32214,1158,22167.0,8889.0,1082.4054844028306,327335.0,3315.0,3.5947103743713917,10998.60927661888,10.290556900726392
4324,Missouri,07-07-2020,24918,1067,,23851.0,406.0006895396573,435348.0,,4.282045107954089,7093.329648836614,
4325,Montana,07-07-2020,1327,23,716.0,588.0,124.16048983044188,105327.0,117.0,1.7332328560663148,9854.899707890694,8.81688018085908
4326,Nebraska,07-07-2020,20201,282,14759.0,5160.0,1044.2988242397673,193073.0,1369.0,1.3959704965100737,9980.986430990772,6.77689223305777
4327,Nevada,07-07-2020,23785,548,743.0,22494.0,772.2011482535299,316546.0,,2.303973092285053,10276.947011774728,
4328,New Hampshire,07-07-2020,5932,384,4706.0,842.0,436.2691777885154,127880.0,574.0,6.473364801078894,9404.939726162398,9.676331759946057
4329,New Jersey,07-07-2020,173878,15281,30774.0,127823.0,1957.602798408951,1560133.0,20246.0,8.788345851689115,17564.733472263033,11.643796224939324
4330,New Mexico,07-07-2020,13727,519,5902.0,7306.0,654.6551960126458,380240.0,2033.0,3.780869818605668,18134.04908077864,14.810228017775188
4331,New York,07-07-2020,398237,32243,71091.0,294903.0,2047.1162066420638,4344867.0,89995.0,8.096435037427462,22334.55869596317,22.59835223748672
4332,North Carolina,07-07-2020,76290,1446,55318.0,19526.0,727.3969201619667,1071290.0,,1.8953991348800632,10214.353737060075,
4333,North Dakota,07-07-2020,3898,84,3413.0,401.0,511.5069377557207,114357.0,248.0,2.1549512570549,15006.259333230106,6.362237044638276
4334,Ohio,07-07-2020,58904,2970,41438.0,14496.0,503.92245767424345,896485.0,8383.0,5.042102403911449,7669.409963128042,14.231631128616051
4335,Oklahoma,07-07-2020,17220,404,13005.0,3811.0,435.181354627062,389018.0,1741.0,2.3461091753774683,9831.206748798511,10.110336817653891
4336,Oregon,07-07-2020,10605,220,2877.0,7508.0,251.43815273451145,271906.0,1141.0,2.0744931636020745,6446.727237852905,10.75907590759076
4337,Pennsylvania,07-07-2020,95898,6787,70437.0,18674.0,749.0867239457867,850102.0,,7.077311309933472,6640.39002064445,
4338,Rhode Island,07-07-2020,17154,969,1677.0,14508.0,1619.2780364767066,260690.0,2036.0,5.648828261629942,24608.230810837853,11.868951847965489
4339,South Carolina,07-07-2020,47352,846,19181.0,27325.0,919.6859643009883,445291.0,3090.0,1.7866193613786112,8648.586812163192,6.525595539787125
4340,South Dakota,07-07-2020,7163,98,6190.0,875.0,809.6905135198987,85365.0,699.0,1.3681418400111685,9649.48076038338,9.758481083344968
4341,Tennessee,07-07-2020,53514,665,31827.0,21022.0,783.6086765397982,921199.0,2950.0,1.2426654707179428,13489.17160406222,5.512576148297641
4342,Texas,07-07-2020,216026,2778,108485.0,104763.0,745.0230603443297,2221287.0,,1.285956320072584,7660.698428166402,
4343,Utah,07-07-2020,26033,194,14764.0,11075.0,812.0193714328136,382849.0,1653.0,0.7452080052241385,11941.797116493728,6.349633157914955
4344,Vermont,07-07-2020,1254,56,1039.0,159.0,200.96508111521197,71113.0,,4.465709728867624,11396.515002668315,
4345,Virginia,07-07-2020,66740,1881,8913.0,55946.0,781.9091024224773,728117.0,9815.0,2.81839976026371,8530.436169142145,14.706323044650883
4346,Washington,07-07-2020,37420,1384,,36036.0,491.40546032623183,629256.0,4544.0,3.6985569214323886,8263.491030011846,12.143238909673972
4347,West Virginia,07-07-2020,3505,95,2535.0,875.0,195.57547455649564,189847.0,,2.7104136947218262,10593.271645685314,
4348,Wisconsin,07-07-2020,32556,805,25758.0,5993.0,559.1476004708684,636777.0,3639.0,2.4726624892492937,10936.611733168636,11.177663103575377
4349,Wyoming,07-07-2020,1709,21,1274.0,414.0,295.28698473803433,37789.0,119.0,1.2287887653598597,6529.315310863415,6.963136337039203
4350,Alabama,07-08-2020,46962,1058,22082.0,23822.0,957.7856026236008,468292.0,3006.0,2.2528853115284697,9550.771590303038,6.400919892679188
4351,Alaska,07-08-2020,1222,17,563.0,642.0,167.04372253244844,133401.0,,1.391162029459902,18235.515245131883,
4352,Arizona,07-08-2020,108614,1963,12803.0,93848.0,1492.2135315880532,641070.0,5387.0,1.8073176570239564,8807.458787036232,4.959765776050968
4353,Arkansas,07-08-2020,25246,305,18725.0,6216.0,836.5685776809893,353272.0,1655.0,1.2081121761863265,11706.260578884514,6.555493939634001
4354,California,07-08-2020,292560,6718,,285842.0,740.4291072157596,4996175.0,,2.296281104730653,12644.631510608755,
4355,Colorado,07-08-2020,35099,1704,4669.0,28726.0,609.4913883880074,365073.0,5741.0,4.8548391692071,6339.464076839085,16.356591355879086
4356,Connecticut,07-08-2020,47108,4343,8210.0,34555.0,1321.2961537177791,537444.0,10411.0,9.219240893266537,15074.354462908595,22.100280207183495
4357,Delaware,07-08-2020,12462,515,6893.0,5054.0,1279.7762086090675,129034.0,,4.132562991494142,13251.054670330801,
4358,Florida,07-08-2020,223783,3889,,219894.0,1041.9300692619524,2320207.0,17068.0,1.7378442509037773,10802.846687246429,7.62703154395106
4359,Georgia,07-08-2020,103890,2922,,100968.0,978.4860224557317,1000409.0,12500.0,2.812590239676581,9422.333460765385,12.031956877466552
4360,Hawaii,07-08-2020,1094,19,797.0,278.0,77.26687158161191,87096.0,119.0,1.736745886654479,6151.403516702076,10.877513711151735
4361,Idaho,07-08-2020,8969,98,2932.0,5939.0,501.88437465900785,111331.0,396.0,1.0926524696175717,6229.823761306949,4.415207938454677
4362,Illinois,07-08-2020,150554,7309,,143245.0,1188.1007473195841,1843698.0,,4.85473650650265,14549.589991840952,
4363,Indiana,07-08-2020,49063,2732,37462.0,8869.0,728.7790251624316,535857.0,7365.0,5.56835089578705,7959.589549894323,15.011311986629437
4364,Iowa,07-08-2020,32624,736,25974.0,5914.0,1034.0182626692908,346351.0,,2.2560078469838154,10977.601130878238,
4365,Kansas,07-08-2020,17332,289,879.0,16164.0,594.9238564741048,208482.0,1269.0,1.6674359566120471,7156.180212637567,7.321717055158089
4366,Kentucky,07-08-2020,17919,608,4912.0,12399.0,401.081278777565,451921.0,2737.0,3.3930464869691384,10115.355353894522,15.27428985992522
4367,Louisiana,07-08-2020,70151,3339,46334.0,20478.0,1509.0150262627253,865737.0,,4.759732576869895,18622.82992105049,
4368,Maine,07-08-2020,3460,110,2856.0,494.0,257.39987442457,112938.0,363.0,3.1791907514450872,8401.799716116207,10.491329479768787
4369,Maryland,07-08-2020,70861,3275,5085.0,62501.0,1172.0931309629354,603108.0,11184.0,4.621724220657344,9975.850524672165,15.783011811857016
4370,Massachusetts,07-08-2020,110602,8243,94347.0,8012.0,1604.671046207742,915995.0,11517.0,7.452848953906801,13289.729435010764,10.413012422921827
4371,Michigan,07-08-2020,74551,6262,52841.0,15448.0,746.491113270171,1200003.0,,8.399619052729005,12015.82239537424,
4372,Minnesota,07-08-2020,39589,1523,34902.0,3164.0,701.9784269611918,692970.0,4272.0,3.847028214908181,12287.503865500445,10.790876253504761
4373,Mississippi,07-08-2020,32888,1188,22167.0,9533.0,1105.0522000074593,314727.0,3365.0,3.612259790805157,10574.974572845647,10.231695451228413
4374,Missouri,07-08-2020,25590,1069,,24521.0,416.9499014896794,442340.0,,4.177413051973427,7207.253592221367,
4375,Montana,07-08-2020,1371,23,759.0,589.0,128.27734103808274,106421.0,117.0,1.6776075857038657,9957.259599280676,8.533916849015316
4376,Nebraska,07-08-2020,20425,282,14927.0,5216.0,1055.87859438133,195048.0,1398.0,1.3806609547123625,10083.084850765712,6.844553243574051
4377,Nevada,07-08-2020,24301,553,754.0,22994.0,788.9535465086833,323653.0,,2.2756265174272663,10507.682078440184,
4378,New Hampshire,07-08-2020,5952,386,4758.0,808.0,437.7400785902298,128511.0,577.0,6.485215053763441,9451.34664645649,9.694220430107526
4379,New Jersey,07-08-2020,174039,15332,30844.0,127863.0,1959.4154144417087,1577848.0,20426.0,8.809519705353399,17764.177528289758,11.73644987617718
4380,New Mexico,07-08-2020,14017,527,5986.0,7504.0,668.4856037378346,385242.0,2056.0,3.759720339587644,18372.59976850759,14.667903260326742
4381,New York,07-08-2020,398929,32251,71185.0,295493.0,2050.673395991613,4402452.0,89995.0,8.084395970210238,22630.571338584232,22.55915212982761
4382,North Carolina,07-08-2020,77687,1462,55318.0,20907.0,740.7167982254911,1096682.0,,1.8819107443973893,10456.45706117533,
4383,North Dakota,07-08-2020,3971,85,3447.0,439.0,521.0862108332393,115839.0,252.0,2.140518761017376,15200.731698995618,6.346008562075044
4384,Ohio,07-08-2020,60181,2991,42111.0,15079.0,514.8471653078509,915252.0,8489.0,4.970007145112245,7829.961245947079,14.105780894302187
4385,Oklahoma,07-08-2020,17894,407,13538.0,3949.0,452.2145853482372,394823.0,1804.0,2.274505420811445,9977.909870959378,10.081591594948026
4386,Oregon,07-08-2020,10817,224,2877.0,7716.0,256.4645448495248,276267.0,1155.0,2.0708144587223813,6550.123917162213,10.67763705278728
4387,Pennsylvania,07-08-2020,96725,6812,70953.0,18960.0,755.5466576326538,866526.0,,7.042646678728354,6768.6825851826625,
4388,Rhode Island,07-08-2020,17204,971,1683.0,14550.0,1623.9978628626127,163270.0,2043.0,5.644036270634736,15412.121080538174,11.875145315043016
4389,South Carolina,07-08-2020,48909,884,19181.0,28844.0,949.9265253420564,453840.0,3090.0,1.8074383037886688,8814.628274167102,6.317855609397045
4390,South Dakota,07-08-2020,7242,98,6280.0,864.0,818.6205080149527,86226.0,709.0,1.3532173432753385,9746.806396588969,9.790113228389947
4391,Tennessee,07-08-2020,55986,685,32736.0,22565.0,819.8063191829642,950959.0,3023.0,1.2235201657557246,13924.94904947509,5.399564176758474
4392,Texas,07-08-2020,224929,2875,113284.0,108770.0,775.7274214223738,2258708.0,,1.2781811149296,7789.754689640228,
4393,Utah,07-08-2020,26755,201,15178.0,11376.0,834.5399409474484,385760.0,1678.0,0.7512614464586058,12032.596808816585,6.271724911231545
4394,Vermont,07-08-2020,1256,56,1049.0,151.0,201.2855995858901,71756.0,,4.4585987261146505,11499.561690991348,
4395,Virginia,07-08-2020,67375,1905,9011.0,56459.0,789.3486031722266,737999.0,9982.0,2.8274582560296846,8646.211202857143,14.815584415584414
4396,Washington,07-08-2020,37941,1394,,36547.0,498.2473161474495,635524.0,4582.0,3.6741256160881366,8345.803414440623,12.07664531773016
4397,West Virginia,07-08-2020,3707,95,2648.0,964.0,206.84687137829656,193915.0,,2.5627191799298625,10820.261953958016,
4398,Wisconsin,07-08-2020,33154,807,26305.0,6042.0,569.4182192533226,647560.0,3683.0,2.4340954334318634,11121.80919526095,11.108765156542196
4399,Wyoming,07-08-2020,1740,21,1291.0,428.0,300.64327293398463,37818.0,120.0,1.206896551724138,6534.326032078983,6.896551724137932
4400,Alabama,07-09-2020,49174,1068,25783.0,22323.0,1002.8991359697831,470504.0,3039.0,2.171879448489039,9595.88512364922,6.180095172245497
4401,Alaska,07-09-2020,1268,17,571.0,680.0,173.33178410077304,135744.0,,1.3406940063091484,18555.796294144584,
